Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Qatar,2008,62.2,50.0,N/A,60.0,99.8,72.1,N/A,60.0,60.0,69.4,70.8,30.0,50.0
Saudi Arabia,2008,62.5,50.0,N/A,33.0,99.7,69.1,N/A,73.0,77.2,76.7,76.8,30.0,40.0
Syria,2008,47.2,30.0,N/A,29.0,86.2,60.3,N/A,53.8,52.1,66.2,54.0,30.0,10.0
Tunisia,2008,60.1,50.0,N/A,46.0,76.4,77.1,N/A,80.1,62.3,77.6,71.8,30.0,30.0
United Arab Emirates,2008,62.6,40.0,N/A,62.0,99.9,80.2,N/A,48.2,74.1,70.9,80.4,30.0,40.0
Yemen,2008,53.8,30.0,N/A,26.0,83.2,58.5,N/A,54.8,76.5,62.9,66.4,50.0,30.0
Algeria,2007,55.4,30.0,N/A,28.0,73.8,74.2,N/A,73.7,57.6,80.7,66.0,50.0,20.0
Bahrain,2007,71.2,60.0,N/A,58.0,99.4,75.3,N/A,80.0,40.0,80.1,79.6,50.0,90.0
Egypt,2007,54.4,40.0,N/A,34.0,90.4,72.8,N/A,40.9,62.1,66.8,57.2,50.0,30.0
Iran,2007,45.0,10.0,N/A,29.0,81.2,84.5,N/A,55.4,52.5,62.0,55.4,10.0,10.0
Iraq,2007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,2007,64.8,70.0,N/A,63.0,58.0,33.4,N/A,69.4,64.8,84.2,85.2,70.0,50.0
Jordan,2007,64.5,50.0,N/A,57.0,83.2,57.4,N/A,54.9,74.6,83.5,74.2,50.0,60.0
Kuwait,2007,66.4,50.0,N/A,47.0,99.9,60.7,N/A,70.7,80.1,78.8,77.2,50.0,50.0
Lebanon,2007,60.4,30.0,N/A,31.0,93.9,64.3,N/A,56.6,62.3,88.4,77.4,30.0,70.0
Libya,2007,37.0,10.0,N/A,25.0,81.7,43.8,N/A,20.0,20.0,80.1,39.6,30.0,20.0
Morocco,2007,56.4,30.0,N/A,32.0,63.2,78.1,N/A,74.6,31.4,83.2,61.0,70.0,40.0
Oman,2007,65.8,50.0,N/A,63.0,98.5,52.0,N/A,56.6,76.2,77.5,83.8,50.0,50.0
Qatar,2007,62.9,50.0,N/A,59.0,99.8,71.4,N/A,60.0,60.0,72.4,76.4,30.0,50.0
Saudi Arabia,2007,60.9,50.0,N/A,34.0,99.4,66.7,N/A,53.0,84.9,80.0,70.4,30.0,40.0
Syria,2007,48.3,30.0,N/A,34.0,82.4,58.3,N/A,58.4,57.0,69.0,54.0,30.0,10.0
Tunisia,2007,60.3,50.0,N/A,49.0,73.3,78.5,N/A,78.9,61.0,80.1,71.8,30.0,30.0
United Arab Emirates,2007,62.6,40.0,N/A,62.0,99.9,82.3,N/A,49.3,73.9,73.6,75.0,30.0,40.0
Yemen,2007,54.1,30.0,N/A,27.0,83.2,56.2,N/A,53.5,76.3,68.2,66.4,50.0,30.0
Algeria,2006,55.7,30.0,N/A,27.0,73.9,74.4,N/A,74.8,57.4,78.8,61.0,50.0,30.0
Bahrain,2006,71.6,70.0,N/A,58.0,99.4,73.2,N/A,80.0,40.0,86.3,69.6,50.0,90.0
Egypt,2006,53.2,50.0,N/A,32.0,64.7,72.1,N/A,39.8,62.1,73.6,57.6,50.0,30.0
Iran,2006,45.0,10.0,N/A,29.0,81.2,85.1,N/A,56.1,53.0,60.1,55.4,10.0,10.0
Iraq,2006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,2006,64.4,70.0,N/A,64.0,55.2,28.3,N/A,69.9,65.1,90.9,81.0,70.0,50.0
Jordan,2006,63.7,50.0,N/A,53.0,78.2,58.3,N/A,56.0,74.8,84.4,62.2,50.0,70.0
Kuwait,2006,66.5,50.0,N/A,46.0,99.9,57.1,N/A,71.0,80.3,83.1,77.2,50.0,50.0
Lebanon,2006,57.5,30.0,N/A,27.0,91.3,54.6,N/A,56.7,61.0,82.0,72.4,30.0,70.0
Libya,2006,33.2,10.0,N/A,25.0,52.2,41.4,N/A,20.0,20.0,69.3,34.6,30.0,30.0
Morocco,2006,51.5,30.0,N/A,32.0,63.3,72.8,N/A,67.8,31.7,82.1,35.2,70.0,30.0
Oman,2006,63.7,50.0,N/A,61.0,98.5,56.5,N/A,57.0,74.8,81.5,57.8,50.0,50.0
Qatar,2006,62.4,50.0,N/A,52.0,99.9,71.7,N/A,60.0,60.0,75.7,74.6,30.0,50.0
Saudi Arabia,2006,63.0,50.0,N/A,34.0,99.4,69.3,N/A,51.0,85.3,90.8,70.4,30.0,50.0
Syria,2006,51.2,30.0,N/A,34.0,80.1,67.1,N/A,58.9,56.3,72.1,54.0,30.0,30.0
Tunisia,2006,57.5,50.0,N/A,50.0,73.3,77.8,N/A,80.3,61.7,83.5,38.6,30.0,30.0
United Arab Emirates,2006,62.2,50.0,N/A,61.0,99.3,76.1,N/A,49.0,74.3,76.8,75.0,30.0,30.0
Yemen,2006,52.6,30.0,N/A,24.0,75.0,56.2,N/A,54.9,76.7,68.0,61.6,50.0,30.0
Algeria,2005,53.2,30.0,N/A,26.0,73.9,61.8,N/A,70.0,55.9,80.1,54.4,50.0,30.0
Bahrain,2005,71.2,70.0,N/A,61.0,99.5,68.1,N/A,85.0,40.0,89.0,69.6,50.0,80.0
Egypt,2005,55.8,50.0,N/A,33.0,66.1,78.6,N/A,55.0,59.7,77.6,58.2,50.0,30.0
Iran,2005,50.5,10.0,N/A,30.0,81.2,88.0,N/A,40.0,76.4,60.1,78.8,30.0,10.0
Iraq,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,2005,62.6,70.0,N/A,70.0,53.9,15.1,N/A,70.0,64.2,86.2,77.0,70.0,50.0
Jordan,2005,66.7,50.0,N/A,46.0,79.2,63.5,N/A,70.0,73.9,81.8,62.4,70.0,70.0
Kuwait,2005,64.6,50.0,N/A,53.0,99.9,51.3,N/A,70.0,80.2,83.7,77.8,30.0,50.0
Lebanon,2005,57.2,30.0,N/A,30.0,91.7,54.4,N/A,55.0,59.2,82.9,69.0,30.0,70.0
Libya,2005,32.8,10.0,N/A,21.0,47.1,49.8,N/A,40.0,20.0,66.4,53.2,10.0,10.0
Morocco,2005,52.2,30.0,N/A,33.0,63.1,73.2,N/A,70.0,42.1,82.2,28.6,70.0,30.0
Oman,2005,66.5,50.0,N/A,63.0,98.5,57.6,N/A,70.0,73.8,80.4,71.6,50.0,50.0
Qatar,2005,63.5,50.0,N/A,56.0,99.9,75.5,N/A,55.0,60.0,81.7,76.6,30.0,50.0
Saudi Arabia,2005,63.0,50.0,N/A,45.0,99.4,67.3,N/A,70.0,85.2,91.3,62.2,30.0,30.0
Syria,2005,46.3,30.0,N/A,34.0,82.5,70.4,N/A,55.0,63.7,72.6,15.0,30.0,10.0
Tunisia,2005,55.4,50.0,N/A,49.0,70.9,76.8,N/A,70.0,62.7,84.7,30.2,30.0,30.0
United Arab Emirates,2005,65.2,50.0,N/A,52.0,99.9,70.2,N/A,70.0,74.3,79.0,77.0,50.0,30.0
Yemen,2005,53.8,30.0,N/A,26.0,74.9,66.5,N/A,55.0,76.8,68.8,59.8,50.0,30.0
Algeria,2004,58.1,30.0,N/A,50.0,74.1,62.4,N/A,70.0,N/A,81.1,55.0,70.0,30.0
Bahrain,2004,75.1,60.0,N/A,70.0,99.5,76.6,N/A,85.0,N/A,84.7,69.6,50.0,80.0
Egypt,2004,55.5,50.0,N/A,34.0,66.1,76.8,N/A,55.0,N/A,79.8,57.4,50.0,30.0
Iran,2004,42.8,10.0,N/A,10.0,64.2,80.2,N/A,40.0,N/A,61.7,78.8,30.0,10.0
Iraq,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,2004,61.4,70.0,N/A,73.0,52.7,7.6,N/A,70.0,N/A,82.2,77.0,70.0,50.0
Jordan,2004,66.1,50.0,N/A,45.0,78.9,66.3,N/A,70.0,N/A,86.7,58.0,70.0,70.0
Kuwait,2004,63.6,50.0,N/A,70.0,99.9,42.2,N/A,70.0,N/A,83.2,77.0,30.0,50.0
Lebanon,2004,56.9,30.0,N/A,10.0,92.4,60.3,N/A,55.0,N/A,83.5,61.0,50.0,70.0
Libya,2004,31.5,10.0,N/A,10.0,32.3,68.1,N/A,40.0,N/A,61.0,42.4,10.0,10.0
Morocco,2004,56.7,30.0,N/A,37.0,63.2,70.4,N/A,70.0,N/A,85.7,34.2,70.0,50.0
Oman,2004,66.9,50.0,N/A,70.0,98.5,58.3,N/A,70.0,N/A,79.2,76.0,50.0,50.0
Qatar,2004,66.5,50.0,N/A,70.0,87.5,69.7,N/A,55.0,N/A,90.0,76.6,50.0,50.0
Saudi Arabia,2004,60.4,50.0,N/A,50.0,99.4,58.5,N/A,70.0,N/A,91.9,64.0,30.0,30.0
Syria,2004,40.6,30.0,N/A,10.0,62.7,72.1,N/A,55.0,N/A,80.5,15.0,30.0,10.0
Tunisia,2004,58.4,50.0,N/A,48.0,70.8,69.3,N/A,70.0,N/A,84.9,32.4,50.0,50.0
United Arab Emirates,2004,67.2,70.0,N/A,70.0,99.9,58.0,N/A,70.0,N/A,79.5,77.0,50.0,30.0
Yemen,2004,50.5,30.0,N/A,10.0,75.0,66.5,N/A,55.0,N/A,68.1,70.2,50.0,30.0
Algeria,2003,57.7,30.0,N/A,50.0,65.2,74.9,N/A,70.0,N/A,78.9,50.4,70.0,30.0
Bahrain,2003,76.3,70.0,N/A,70.0,99.5,79.2,N/A,85.0,N/A,83.4,69.6,50.0,80.0
Egypt,2003,55.3,50.0,N/A,36.0,66.1,72.8,N/A,55.0,N/A,80.1,57.6,50.0,30.0
Iran,2003,43.2,10.0,N/A,10.0,64.2,89.6,N/A,40.0,N/A,62.3,72.8,30.0,10.0
Iraq,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,2003,62.7,70.0,N/A,76.0,52.7,10.9,N/A,70.0,N/A,87.3,77.0,70.0,50.0
Jordan,2003,65.3,50.0,N/A,49.0,78.9,64.9,N/A,70.0,N/A,87.4,47.2,70.0,70.0
Kuwait,2003,66.7,70.0,N/A,70.0,99.9,48.8,N/A,70.0,N/A,81.6,80.2,30.0,50.0
Lebanon,2003,56.7,30.0,N/A,10.0,92.4,65.1,N/A,55.0,N/A,91.3,46.8,50.0,70.0
Libya,2003,34.6,10.0,N/A,10.0,53.0,72.1,N/A,40.0,N/A,64.1,42.4,10.0,10.0
Morocco,2003,57.8,30.0,N/A,47.0,62.5,67.9,N/A,70.0,N/A,88.9,33.4,70.0,50.0
Oman,2003,64.6,50.0,N/A,70.0,98.5,33.7,N/A,70.0,N/A,83.8,75.6,50.0,50.0
Qatar,2003,65.9,50.0,N/A,70.0,87.5,70.2,N/A,55.0,N/A,87.1,73.0,50.0,50.0
Saudi Arabia,2003,63.2,50.0,N/A,50.0,99.4,66.7,N/A,70.0,N/A,88.3,64.4,50.0,30.0
Syria,2003,41.3,30.0,N/A,10.0,75.8,71.0,N/A,55.0,N/A,75.1,15.0,30.0,10.0
Tunisia,2003,58.1,50.0,N/A,53.0,68.8,67.9,N/A,70.0,N/A,85.4,27.4,50.0,50.0
United Arab Emirates,2003,73.4,70.0,N/A,90.0,99.9,68.1,N/A,70.0,N/A,85.2,77.0,50.0,50.0
Yemen,2003,50.3,30.0,N/A,10.0,75.0,63.5,N/A,55.0,N/A,68.7,70.2,50.0,30.0
Algeria,2002,61.0,30.0,N/A,50.0,65.0,71.2,N/A,70.0,N/A,82.8,60.0,70.0,50.0
Bahrain,2002,75.6,60.0,N/A,70.0,99.3,74.8,N/A,85.0,N/A,84.3,76.6,50.0,80.0
Egypt,2002,54.1,50.0,N/A,31.0,65.6,71.2,N/A,55.0,N/A,79.2,55.0,50.0,30.0
Iran,2002,36.4,10.0,N/A,10.0,40.9,79.7,N/A,40.0,N/A,59.5,47.2,30.0,10.0
Iraq,2002,15.6,10.0,N/A,10.0,10.0,10.2,N/A,40.0,N/A,0.0,40.0,10.0,10.0
Israel,2002,66.9,70.0,N/A,66.0,54.8,33.7,N/A,70.0,N/A,85.0,83.0,90.0,50.0
Jordan,2002,66.2,50.0,N/A,46.0,76.4,63.3,N/A,70.0,N/A,89.0,61.4,70.0,70.0
Kuwait,2002,65.4,70.0,N/A,70.0,99.9,41.9,N/A,70.0,N/A,80.2,76.8,30.0,50.0
Lebanon,2002,57.1,30.0,N/A,10.0,92.0,61.1,N/A,55.0,N/A,92.3,53.4,50.0,70.0
Libya,2002,35.4,10.0,N/A,10.0,51.3,64.7,N/A,40.0,N/A,73.8,49.0,10.0,10.0
Morocco,2002,59.0,30.0,N/A,47.0,62.3,69.3,N/A,70.0,N/A,86.8,46.0,70.0,50.0
Oman,2002,64.0,50.0,N/A,70.0,98.5,47.1,N/A,70.0,N/A,84.7,75.4,30.0,50.0
Qatar,2002,61.9,50.0,N/A,70.0,87.5,56.7,N/A,55.0,N/A,81.2,77.0,50.0,30.0
Saudi Arabia,2002,65.3,50.0,N/A,70.0,99.4,71.2,N/A,70.0,N/A,83.4,63.4,50.0,30.0
Syria,2002,36.3,30.0,N/A,10.0,40.4,63.3,N/A,55.0,N/A,73.0,15.0,30.0,10.0
Tunisia,2002,60.2,50.0,N/A,52.0,68.8,69.3,N/A,70.0,N/A,84.3,27.2,70.0,50.0
United Arab Emirates,2002,73.6,70.0,N/A,90.0,99.9,58.3,N/A,85.0,N/A,81.9,77.0,50.0,50.0
Yemen,2002,48.6,30.0,N/A,10.0,74.9,69.3,N/A,55.0,N/A,69.7,68.6,30.0,30.0
Algeria,2001,57.3,30.0,N/A,50.0,64.6,63.3,N/A,70.0,N/A,78.2,59.6,50.0,50.0
Bahrain,2001,75.9,60.0,N/A,70.0,99.2,73.0,N/A,85.0,N/A,90.3,75.4,50.0,80.0
Egypt,2001,51.5,50.0,N/A,33.0,66.1,54.4,N/A,55.0,N/A,78.3,47.2,50.0,30.0
Iran,2001,35.9,10.0,N/A,10.0,41.3,82.7,N/A,40.0,N/A,57.2,62.0,10.0,10.0
Iraq,2001,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,2001,66.1,70.0,N/A,68.0,53.1,30.9,N/A,70.0,N/A,80.0,83.0,90.0,50.0
Jordan,2001,68.3,70.0,N/A,44.0,76.2,61.1,N/A,70.0,N/A,87.4,65.8,70.0,70.0
Kuwait,2001,68.2,90.0,N/A,70.0,99.9,44.5,N/A,70.0,N/A,80.8,78.6,30.0,50.0
Lebanon,2001,61.0,50.0,N/A,10.0,92.3,63.3,N/A,70.0,N/A,86.2,57.0,50.0,70.0
Libya,2001,34.0,10.0,N/A,10.0,53.6,54.6,N/A,40.0,N/A,69.1,49.0,10.0,10.0
Morocco,2001,63.9,50.0,N/A,41.0,62.3,82.7,N/A,70.0,N/A,87.9,61.0,70.0,50.0
Oman,2001,67.7,50.0,N/A,70.0,98.5,67.3,N/A,70.0,N/A,94.0,79.4,30.0,50.0
Qatar,2001,60.0,50.0,N/A,70.0,87.5,47.1,N/A,55.0,N/A,75.2,75.0,50.0,30.0
Saudi Arabia,2001,62.2,50.0,N/A,70.0,99.4,65.3,N/A,70.0,N/A,83.8,61.0,30.0,30.0
Syria,2001,36.6,30.0,N/A,10.0,39.2,65.3,N/A,55.0,N/A,74.9,15.0,30.0,10.0
Tunisia,2001,60.8,50.0,N/A,50.0,68.7,58.9,N/A,70.0,N/A,84.2,45.2,70.0,50.0
United Arab Emirates,2001,74.9,90.0,N/A,90.0,99.9,51.3,N/A,85.0,N/A,80.7,77.0,50.0,50.0
Yemen,2001,44.3,30.0,N/A,10.0,74.7,33.7,N/A,55.0,N/A,71.5,64.2,30.0,30.0
Algeria,2000,56.8,50.0,N/A,50.0,64.7,63.3,N/A,70.0,N/A,74.0,39.6,50.0,50.0
Bahrain,2000,75.7,60.0,N/A,70.0,99.6,79.7,N/A,85.0,N/A,89.2,77.6,50.0,70.0
Egypt,2000,51.7,50.0,N/A,29.0,65.3,54.4,N/A,55.0,N/A,76.8,55.0,50.0,30.0
Iran,2000,36.1,10.0,N/A,10.0,41.3,79.7,N/A,55.0,N/A,57.6,51.4,10.0,10.0
Iraq,2000,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,2000,65.5,70.0,N/A,71.0,52.8,9.3,N/A,85.0,N/A,78.5,83.0,90.0,50.0
Jordan,2000,67.5,70.0,N/A,47.0,76.2,65.3,N/A,70.0,N/A,78.4,60.6,70.0,70.0
Kuwait,2000,69.7,90.0,N/A,70.0,99.9,39.3,N/A,85.0,N/A,85.0,78.2,30.0,50.0
Lebanon,2000,56.1,50.0,N/A,10.0,96.7,41.9,N/A,70.0,N/A,79.9,36.6,50.0,70.0
Libya,2000,34.7,10.0,N/A,10.0,53.9,61.1,N/A,40.0,N/A,67.8,49.0,10.0,10.0
Morocco,2000,63.2,50.0,N/A,37.0,63.0,88.0,N/A,70.0,N/A,80.2,61.0,70.0,50.0
Oman,2000,64.1,50.0,N/A,70.0,93.7,67.3,N/A,70.0,N/A,85.2,81.0,30.0,30.0
Qatar,2000,62.0,50.0,N/A,90.0,87.5,47.1,N/A,55.0,N/A,73.6,75.0,50.0,30.0
Saudi Arabia,2000,66.5,50.0,N/A,70.0,99.4,82.7,N/A,70.0,N/A,87.7,59.0,30.0,50.0
Syria,2000,37.2,30.0,N/A,10.0,39.0,65.3,N/A,55.0,N/A,80.1,15.0,30.0,10.0
Tunisia,2000,61.3,50.0,N/A,50.0,69.3,71.2,N/A,70.0,N/A,83.5,38.2,70.0,50.0
United Arab Emirates,2000,74.2,90.0,N/A,90.0,99.9,65.7,N/A,85.0,N/A,80.4,77.0,30.0,50.0
Yemen,2000,44.5,30.0,N/A,10.0,74.8,41.9,N/A,55.0,N/A,67.7,61.0,30.0,30.0
Algeria,1999,57.2,50.0,N/A,50.0,48.7,72.8,N/A,70.0,N/A,69.0,54.2,50.0,50.0
Bahrain,1999,75.2,60.0,N/A,70.0,99.4,80.8,N/A,85.0,N/A,83.5,78.4,50.0,70.0
Egypt,1999,58.0,50.0,N/A,28.0,64.9,74.2,N/A,55.0,N/A,74.2,55.8,50.0,70.0
Iran,1999,36.8,10.0,N/A,10.0,41.4,84.0,N/A,55.0,N/A,54.6,56.0,10.0,10.0
Iraq,1999,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,1999,68.3,70.0,N/A,80.0,52.9,28.8,N/A,85.0,N/A,75.3,83.0,90.0,50.0
Jordan,1999,67.4,70.0,N/A,49.0,76.2,67.7,N/A,70.0,N/A,77.7,56.2,70.0,70.0
Kuwait,1999,69.5,90.0,N/A,70.0,99.9,40.6,N/A,85.0,N/A,82.0,78.0,30.0,50.0
Lebanon,1999,59.1,50.0,N/A,10.0,98.0,70.0,N/A,70.0,N/A,76.8,36.6,50.0,70.0
Libya,1999,32.3,10.0,N/A,10.0,33.3,61.1,N/A,40.0,N/A,67.1,49.0,10.0,10.0
Morocco,1999,63.8,50.0,N/A,50.0,63.4,95.1,N/A,70.0,N/A,81.2,45.0,70.0,50.0
Oman,1999,64.9,70.0,N/A,70.0,90.9,56.0,N/A,70.0,N/A,87.9,79.0,30.0,30.0
Qatar,1999,62.0,50.0,N/A,90.0,87.5,47.8,N/A,55.0,N/A,72.7,75.0,50.0,30.0
Saudi Arabia,1999,65.5,70.0,N/A,70.0,99.4,56.9,N/A,70.0,N/A,84.3,59.0,30.0,50.0
Syria,1999,39.0,30.0,N/A,10.0,39.2,76.5,N/A,55.0,N/A,72.1,27.8,30.0,10.0
Tunisia,1999,61.1,50.0,N/A,50.0,69.2,62.0,N/A,70.0,N/A,82.5,46.6,70.0,50.0
United Arab Emirates,1999,71.5,90.0,N/A,90.0,99.9,43.0,N/A,85.0,N/A,78.9,77.0,30.0,50.0
Yemen,1999,43.3,30.0,N/A,10.0,74.1,52.5,N/A,55.0,N/A,62.8,45.0,30.0,30.0
Algeria,1998,55.8,50.0,N/A,50.0,48.6,69.3,N/A,70.0,N/A,60.1,54.2,50.0,50.0
Bahrain,1998,75.6,60.0,N/A,70.0,99.4,78.1,N/A,85.0,N/A,89.6,78.4,50.0,70.0
Egypt,1998,55.8,50.0,N/A,28.0,56.5,76.5,N/A,55.0,N/A,70.6,45.6,50.0,70.0
Iran,1998,36.0,10.0,N/A,10.0,41.5,84.8,N/A,55.0,N/A,48.0,55.0,10.0,10.0
Iraq,1998,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,1998,68.0,70.0,N/A,77.0,52.2,32.3,N/A,85.0,N/A,73.9,81.0,90.0,50.0
Jordan,1998,66.8,70.0,N/A,49.0,75.9,64.3,N/A,70.0,N/A,75.5,56.2,70.0,70.0
Kuwait,1998,66.3,90.0,N/A,70.0,99.9,16.4,N/A,85.0,N/A,78.5,77.0,30.0,50.0
Lebanon,1998,59.0,50.0,N/A,10.0,98.0,70.8,N/A,70.0,N/A,75.8,36.6,50.0,70.0
Libya,1998,32.0,10.0,N/A,10.0,33.3,61.1,N/A,40.0,N/A,64.9,49.0,10.0,10.0
Morocco,1998,61.1,50.0,N/A,50.0,63.6,73.7,N/A,70.0,N/A,77.4,45.0,70.0,50.0
Oman,1998,64.9,70.0,N/A,70.0,74.9,42.2,N/A,85.0,N/A,82.9,79.0,50.0,30.0
Qatar,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1998,69.3,90.0,N/A,70.0,99.4,59.2,N/A,85.0,N/A,80.9,59.0,30.0,50.0
Syria,1998,42.2,30.0,N/A,10.0,38.2,74.1,N/A,85.0,N/A,65.8,36.8,30.0,10.0
Tunisia,1998,63.9,50.0,N/A,50.0,69.3,64.3,N/A,85.0,N/A,81.7,35.0,70.0,70.0
United Arab Emirates,1998,72.2,90.0,N/A,90.0,99.9,51.0,N/A,85.0,N/A,78.0,76.0,30.0,50.0
Yemen,1998,46.1,30.0,N/A,10.0,81.2,80.3,N/A,55.0,N/A,46.0,52.6,30.0,30.0
Algeria,1997,54.9,50.0,N/A,50.0,48.8,65.5,N/A,70.0,N/A,56.0,54.2,50.0,50.0
Bahrain,1997,76.1,60.0,N/A,70.0,99.5,73.4,N/A,100.0,N/A,85.2,77.0,50.0,70.0
Egypt,1997,54.5,50.0,N/A,50.0,55.9,72.3,N/A,55.0,N/A,66.7,41.0,50.0,50.0
Iran,1997,34.5,10.0,N/A,10.0,41.5,85.1,N/A,55.0,N/A,43.7,45.0,10.0,10.0
Iraq,1997,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,1997,62.7,70.0,N/A,30.0,51.7,32.0,N/A,85.0,N/A,74.3,81.0,90.0,50.0
Jordan,1997,63.6,70.0,N/A,30.0,64.6,65.1,N/A,70.0,N/A,79.5,53.0,70.0,70.0
Kuwait,1997,64.8,90.0,N/A,70.0,99.9,0.8,N/A,85.0,N/A,80.1,77.0,30.0,50.0
Lebanon,1997,63.9,50.0,N/A,10.0,98.0,78.5,N/A,70.0,N/A,73.9,75.0,50.0,70.0
Libya,1997,28.9,10.0,N/A,10.0,33.3,61.1,N/A,40.0,N/A,61.2,24.0,10.0,10.0
Morocco,1997,64.7,70.0,N/A,50.0,62.1,76.3,N/A,70.0,N/A,74.8,59.0,70.0,50.0
Oman,1997,64.5,70.0,N/A,70.0,75.0,46.3,N/A,85.0,N/A,81.7,73.0,50.0,30.0
Qatar,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1997,68.7,90.0,N/A,70.0,99.4,56.7,N/A,85.0,N/A,78.1,59.0,30.0,50.0
Syria,1997,43.0,30.0,N/A,10.0,38.6,75.3,N/A,85.0,N/A,64.9,43.0,30.0,10.0
Tunisia,1997,63.8,50.0,N/A,50.0,68.8,65.7,N/A,85.0,N/A,80.0,35.0,70.0,70.0
United Arab Emirates,1997,71.9,90.0,N/A,90.0,99.9,49.1,N/A,85.0,N/A,76.1,77.0,30.0,50.0
Yemen,1997,48.4,30.0,N/A,10.0,81.4,74.8,N/A,55.0,N/A,39.1,45.0,70.0,30.0
Algeria,1996,54.5,50.0,N/A,50.0,48.8,60.7,N/A,70.0,N/A,57.0,54.2,50.0,50.0
Bahrain,1996,76.4,60.0,N/A,70.0,99.4,72.5,N/A,100.0,N/A,89.1,77.0,50.0,70.0
Egypt,1996,52.0,50.0,N/A,50.0,56.2,61.8,N/A,55.0,N/A,70.3,25.0,50.0,50.0
Iran,1996,36.1,10.0,N/A,10.0,41.5,92.1,N/A,55.0,N/A,51.3,45.0,10.0,10.0
Iraq,1996,17.2,10.0,N/A,10.0,10.0,10.2,N/A,55.0,N/A,0.0,40.0,10.0,10.0
Israel,1996,62.0,70.0,N/A,30.0,51.1,27.7,N/A,85.0,N/A,73.1,81.0,90.0,50.0
Jordan,1996,60.8,70.0,N/A,30.0,36.6,62.8,N/A,70.0,N/A,78.2,59.2,70.0,70.0
Kuwait,1996,66.1,90.0,N/A,70.0,99.9,10.9,N/A,85.0,N/A,81.7,77.0,30.0,50.0
Lebanon,1996,63.2,50.0,N/A,10.0,98.0,79.9,N/A,70.0,N/A,66.4,75.0,50.0,70.0
Libya,1996,31.7,10.0,N/A,10.0,33.3,73.0,N/A,40.0,N/A,60.2,39.0,10.0,10.0
Morocco,1996,64.3,70.0,N/A,50.0,60.5,73.2,N/A,70.0,N/A,75.6,59.0,70.0,50.0
Oman,1996,65.4,70.0,N/A,70.0,75.0,49.3,N/A,85.0,N/A,86.7,73.0,50.0,30.0
Qatar,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Saudi Arabia,1996,68.3,90.0,N/A,70.0,99.4,46.3,N/A,85.0,N/A,84.9,59.0,30.0,50.0
Syria,1996,42.3,30.0,N/A,10.0,38.6,73.5,N/A,85.0,N/A,61.0,43.0,30.0,10.0
Tunisia,1996,63.9,50.0,N/A,50.0,69.5,64.3,N/A,85.0,N/A,81.4,35.0,70.0,70.0
United Arab Emirates,1996,71.6,90.0,N/A,90.0,99.9,47.1,N/A,85.0,N/A,75.2,77.0,30.0,50.0
Yemen,1996,49.6,30.0,N/A,10.0,78.4,75.3,N/A,70.0,N/A,38.1,45.0,70.0,30.0
Algeria,1995,55.7,50.0,N/A,50.0,48.8,69.5,N/A,70.0,N/A,59.2,54.2,50.0,50.0
Bahrain,1995,76.2,60.0,N/A,70.0,99.4,71.7,N/A,100.0,N/A,86.7,78.4,50.0,70.0
Egypt,1995,45.7,30.0,N/A,30.0,46.0,53.7,N/A,55.0,N/A,72.0,25.0,50.0,50.0
Iran,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iraq,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,1995,61.5,70.0,N/A,30.0,44.8,30.0,N/A,85.0,N/A,73.2,80.4,90.0,50.0
Jordan,1995,62.7,70.0,N/A,30.0,46.6,70.6,N/A,70.0,N/A,77.5,59.2,70.0,70.0
Kuwait,1995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
